"track_id","race_date","race","program_number","horse_id","finishing_place"
"AQU",2019-01-06,4,"4",194,4
"AQU",2019-01-06,4,"1",195,5
"AQU",2019-01-06,5,"6",196,1
"AQU",2019-01-06,5,"1",197,2
"AQU",2019-01-06,5,"5",198,3
"AQU",2019-01-06,5,"2",199,4
"AQU",2019-01-06,5,"8",200,5
"AQU",2019-01-06,5,"4",201,6
"AQU",2019-01-06,5,"7",202,7
"AQU",2019-01-06,5,"3",203,8
"AQU",2019-01-06,6,"3",204,1
"AQU",2019-01-06,6,"6",205,2
"AQU",2019-01-06,6,"4",206,3
"AQU",2019-01-06,6,"7",207,4
"AQU",2019-01-06,6,"2",208,5
"AQU",2019-01-06,6,"1",209,6
"AQU",2019-01-06,6,"5",210,7
"AQU",2019-01-06,6,"8",211,8
"AQU",2019-01-06,7,"1",212,1
"AQU",2019-01-06,7,"4",213,2
"AQU",2019-01-06,7,"5",214,3
"AQU",2019-01-06,7,"6",215,4
"AQU",2019-01-06,7,"3",216,5
"AQU",2019-01-06,7,"2",217,6
"AQU",2019-01-06,8,"9",218,1
"AQU",2019-01-06,8,"1",219,2
"AQU",2019-01-06,8,"3",220,3
"AQU",2019-01-06,8,"2",221,4
"AQU",2019-01-06,8,"6",222,5
"AQU",2019-01-06,8,"8",223,6
"AQU",2019-01-06,8,"4",224,7
"AQU",2019-01-06,8,"5",225,8
"AQU",2019-01-06,8,"7",226,9
"AQU",2019-01-10,1,"2",227,1
"AQU",2019-01-10,1,"3",228,2
"AQU",2019-01-10,1,"1A",229,3
"AQU",2019-01-10,1,"1",230,4
"AQU",2019-01-10,1,"4",231,5
"AQU",2019-01-10,1,"5",232,6
"AQU",2019-01-10,2,"3",233,1
"AQU",2019-01-10,2,"5",234,2
"AQU",2019-01-10,2,"4",235,3
"AQU",2019-01-10,2,"1",236,4
"AQU",2019-01-10,2,"2",237,5
"AQU",2019-01-10,3,"1",238,1
"AQU",2019-01-10,3,"6",239,2
"AQU",2019-01-10,3,"5",240,3
"AQU",2019-01-10,3,"3",241,4
"AQU",2019-01-10,3,"7",242,5
"AQU",2019-01-10,3,"2",243,6
"AQU",2019-01-10,4,"3",244,1
"AQU",2019-01-10,4,"4",245,2
"AQU",2019-01-10,4,"1",246,3
"AQU",2019-01-10,4,"2",247,4
"AQU",2019-01-10,4,"5",248,5
"AQU",2019-01-10,4,"6",249,6
"AQU",2019-01-10,5,"4",250,1
"AQU",2019-01-10,5,"1",251,2
"AQU",2019-01-10,5,"3",252,3
"AQU",2019-01-10,5,"5",253,4
"AQU",2019-01-10,5,"6",254,5
"AQU",2019-01-10,5,"2",255,6
"AQU",2019-01-11,1,"2",256,1
"AQU",2019-01-11,1,"6",257,2
"AQU",2019-01-11,1,"5",258,3
"AQU",2019-01-11,1,"3",108,4
"AQU",2019-01-11,1,"1",259,5
"AQU",2019-01-11,1,"4",260,6
"AQU",2019-01-11,2,"5",261,1
"AQU",2019-01-11,2,"1",262,2
"AQU",2019-01-11,2,"4",263,3
"AQU",2019-01-11,2,"3",264,4
"AQU",2019-01-11,2,"6",265,5
"AQU",2019-01-11,2,"2",266,6
"AQU",2019-01-11,3,"4",267,1
"AQU",2019-01-11,3,"6",268,2
"AQU",2019-01-11,3,"8",269,3
"AQU",2019-01-11,3,"5",270,4
"AQU",2019-01-11,3,"3",271,5
"AQU",2019-01-11,3,"7",272,6
"AQU",2019-01-11,4,"2",273,1
"AQU",2019-01-11,4,"5",274,2
"AQU",2019-01-11,4,"1",275,3
"AQU",2019-01-11,4,"3",276,4
"AQU",2019-01-11,4,"6",277,5
"AQU",2019-01-11,5,"5",278,1
"AQU",2019-01-11,5,"4",279,2
"AQU",2019-01-11,5,"7",280,3
"AQU",2019-01-11,5,"8",281,4
"AQU",2019-01-11,5,"2",282,5
"AQU",2019-01-11,5,"6",283,6
"AQU",2019-01-11,6,"5",284,1
"AQU",2019-01-11,6,"3",285,2
"AQU",2019-01-11,6,"4",286,3
"AQU",2019-01-11,6,"2",287,4
"AQU",2019-01-11,6,"9",288,5
"AQU",2019-01-11,6,"7",289,6
"AQU",2019-01-11,6,"6",290,7
"AQU",2019-01-11,6,"8",291,8
"AQU",2019-01-11,7,"1",292,1
"AQU",2019-01-11,7,"10",293,2
"AQU",2019-01-11,7,"2",294,3
"AQU",2019-01-11,7,"3",295,4
"AQU",2019-01-11,7,"7",296,5
"AQU",2019-01-11,7,"6",297,6
"AQU",2019-01-11,7,"8",298,7
"AQU",2019-01-11,7,"5",299,8
"AQU",2019-01-11,7,"4",300,9
"AQU",2019-01-11,7,"11",301,10
"AQU",2019-01-11,8,"9",302,1
"AQU",2019-01-11,8,"6",303,2
"AQU",2019-01-11,8,"4",304,3
"AQU",2019-01-11,8,"3",305,4
"AQU",2019-01-11,8,"8",306,5
"AQU",2019-01-11,8,"10",307,6
"AQU",2019-01-11,8,"11",308,7
"AQU",2019-01-11,8,"1",309,8
"AQU",2019-01-11,8,"7",310,9
"AQU",2019-01-11,8,"2",311,10
"AQU",2019-01-11,8,"1A",312,11
"AQU",2019-01-11,8,"5",313,12
"AQU",2019-01-12,1,"2",314,1
"AQU",2019-01-12,1,"1",315,2
"AQU",2019-01-12,1,"4",316,3
"AQU",2019-01-12,1,"5",317,4
"AQU",2019-01-12,1,"7",18,5
"AQU",2019-01-12,1,"6",318,6
"AQU",2019-01-12,1,"3",319,7
"AQU",2019-01-12,2,"7",320,1
"AQU",2019-01-12,2,"5",321,2
"AQU",2019-01-12,2,"3",322,3
"AQU",2019-01-12,2,"1",45,4
"AQU",2019-01-12,2,"6",323,5
"AQU",2019-01-12,2,"2",324,6
"AQU",2019-01-12,2,"4",325,7
"AQU",2019-01-12,3,"4",326,1
"AQU",2019-01-12,3,"2",327,2
"AQU",2019-01-12,3,"5",328,3
"AQU",2019-01-12,3,"7",329,4
"AQU",2019-01-12,3,"3",330,5
"AQU",2019-01-12,3,"6",331,6
"AQU",2019-01-12,4,"3",332,1
"AQU",2019-01-12,4,"6",333,2
"AQU",2019-01-12,4,"2",334,3
"AQU",2019-01-12,4,"5",335,4
"AQU",2019-01-12,4,"4",336,5
"AQU",2019-01-12,4,"8",337,6
"AQU",2019-01-12,4,"9",338,7
"AQU",2019-01-12,4,"1",339,8
"AQU",2019-01-12,5,"4",340,1
"AQU",2019-01-12,5,"8",341,2
"AQU",2019-01-12,5,"1",342,3
"AQU",2019-01-12,5,"6",343,4
"AQU",2019-01-12,5,"5",344,5
"AQU",2019-01-12,5,"3",345,6
"AQU",2019-01-12,5,"7",346,7
"AQU",2019-01-12,5,"2",347,8
"AQU",2019-01-12,6,"5",348,1
"AQU",2019-01-12,6,"4",349,2
"AQU",2019-01-12,6,"3",350,3
"AQU",2019-01-12,6,"6",351,4
"AQU",2019-01-12,6,"7",352,5
"AQU",2019-01-12,6,"8",96,6
"AQU",2019-01-12,6,"2",353,7
"AQU",2019-01-12,6,"1",354,8
"AQU",2019-01-12,7,"11",355,1
"AQU",2019-01-12,7,"6",356,2
"AQU",2019-01-12,7,"8",357,3
"AQU",2019-01-12,7,"7",358,4
"AQU",2019-01-12,7,"2",359,5
"AQU",2019-01-12,7,"3",360,6
"AQU",2019-01-12,7,"1",361,7
"AQU",2019-01-12,7,"10",362,8
"AQU",2019-01-12,7,"5",363,9
"AQU",2019-01-12,7,"9",364,10
"AQU",2019-01-12,8,"9",365,1
"AQU",2019-01-12,8,"7",366,2
"AQU",2019-01-12,8,"2",367,3
"AQU",2019-01-12,8,"8",368,4
"AQU",2019-01-12,8,"6",369,5
"AQU",2019-01-12,8,"5",370,6
"AQU",2019-01-12,8,"4",371,7
"AQU",2019-01-12,8,"1",372,8
"AQU",2019-01-12,9,"1",373,1
"AQU",2019-01-12,9,"7",374,2
"AQU",2019-01-12,9,"10",375,3
"AQU",2019-01-12,9,"2",376,4
"AQU",2019-01-12,9,"6",377,5
"AQU",2019-01-12,9,"3",378,6
"AQU",2019-01-12,9,"9",379,7
"AQU",2019-01-12,9,"4",10,8
"AQU",2019-01-12,9,"1A",380,9
"AQU",2019-01-12,9,"5",381,10
"AQU",2019-01-12,9,"8",382,11
"AQU",2019-01-13,1,"3",383,1
"AQU",2019-01-13,1,"1",384,2
"AQU",2019-01-13,1,"2",385,3
"AQU",2019-01-13,1,"5",73,4
"AQU",2019-01-13,1,"4",386,5
"AQU",2019-01-13,2,"1",387,1
"AQU",2019-01-13,2,"6",388,2
"AQU",2019-01-13,2,"3",389,3
"AQU",2019-01-13,2,"2",390,4
"AQU",2019-01-13,2,"5",391,5
"AQU",2019-01-13,2,"4",392,6
"AQU",2019-01-13,3,"1",393,1
"AQU",2019-01-13,3,"4",394,2
"AQU",2019-01-13,3,"6",395,3
"AQU",2019-01-13,3,"2",396,4
"AQU",2019-01-13,3,"3",397,5
"AQU",2019-01-13,3,"5",398,6
"AQU",2019-01-13,4,"3",399,1
"AQU",2019-01-13,4,"8",400,2
"AQU",2019-01-13,4,"5",401,3
"AQU",2019-01-13,4,"2",402,4
"AQU",2019-01-13,4,"7",403,5
"AQU",2019-01-13,4,"6",404,6
"AQU",2019-01-13,4,"4",405,7
"AQU",2019-01-13,4,"1",406,8
"AQU",2019-01-13,5,"4",407,1
"AQU",2019-01-13,5,"8",408,2
"AQU",2019-01-13,5,"1",409,3
"AQU",2019-01-13,5,"7",410,4
"AQU",2019-01-13,5,"3",411,5
"AQU",2019-01-13,5,"2",412,6
"AQU",2019-01-13,5,"6",413,7
"AQU",2019-01-13,5,"9",414,8
"AQU",2019-01-13,5,"5",415,9
"AQU",2019-01-13,6,"7",416,1
"AQU",2019-01-13,6,"4",417,2
"AQU",2019-01-13,6,"1",418,3
"AQU",2019-01-13,6,"5",419,4
"AQU",2019-01-13,6,"2",420,5
"AQU",2019-01-13,6,"3",421,6
"AQU",2019-01-13,6,"6",422,7
"AQU",2019-01-13,6,"8",423,8
"AQU",2019-01-13,7,"2",424,1
"AQU",2019-01-13,7,"4",425,2
"AQU",2019-01-13,7,"6",426,3
"AQU",2019-01-13,7,"5",427,4
"AQU",2019-01-13,7,"11",428,5
"AQU",2019-01-13,7,"7",429,6
"AQU",2019-01-13,7,"9",430,7
"AQU",2019-01-13,7,"3",431,8
"AQU",2019-01-13,7,"1",432,9
"AQU",2019-01-13,8,"4",433,1
"AQU",2019-01-13,8,"2",183,2
"AQU",2019-01-13,8,"5",182,3
"AQU",2019-01-13,8,"7",434,4
"AQU",2019-01-13,8,"6",435,5
"AQU",2019-01-13,8,"8",436,6
"AQU",2019-01-13,8,"3",437,7
"AQU",2019-01-13,8,"9",438,8
"AQU",2019-01-13,8,"10",439,9
"AQU",2019-01-18,1,"4",440,1
"AQU",2019-01-18,1,"1",441,2
"AQU",2019-01-18,1,"5",442,3
"AQU",2019-01-18,1,"2",443,4
"AQU",2019-01-18,1,"6",444,5
"AQU",2019-01-18,1,"3",445,6
"AQU",2019-01-18,2,"2",446,1
"AQU",2019-01-18,2,"1",447,2
"AQU",2019-01-18,2,"1A",448,3
"AQU",2019-01-18,2,"7",449,4
"AQU",2019-01-18,2,"3",450,5
"AQU",2019-01-18,2,"5",451,6
"AQU",2019-01-18,2,"4",452,7
"AQU",2019-01-18,3,"7",453,1
"AQU",2019-01-18,3,"4",454,2
"AQU",2019-01-18,3,"9",455,3
"AQU",2019-01-18,3,"6",376,4
"AQU",2019-01-18,3,"1",456,5
"AQU",2019-01-18,3,"8",457,6
"AQU",2019-01-18,3,"5",239,7
"AQU",2019-01-18,3,"2",458,8
"AQU",2019-01-18,3,"3",459,9
"AQU",2019-01-18,4,"5",460,1
"AQU",2019-01-18,4,"7",461,2
"AQU",2019-01-18,4,"6",462,3
"AQU",2019-01-18,4,"2",391,4
"AQU",2019-01-18,4,"1A",93,5
"AQU",2019-01-18,4,"4",463,6
"AQU",2019-01-18,4,"1",464,7
"AQU",2019-01-18,4,"3",465,8
"AQU",2019-01-18,5,"7",128,1
"AQU",2019-01-18,5,"5",466,2
"AQU",2019-01-18,5,"2",467,3
"AQU",2019-01-18,5,"3",468,4
"AQU",2019-01-18,5,"6",469,5
"AQU",2019-01-18,5,"1",130,6
"AQU",2019-01-18,5,"8",470,7
"AQU",2019-01-18,5,"4",471,8
"AQU",2019-01-18,6,"7",472,1
"AQU",2019-01-18,6,"4",473,2
"AQU",2019-01-18,6,"1",474,3
"AQU",2019-01-18,6,"5",475,4
"AQU",2019-01-18,6,"3",476,5
"AQU",2019-01-18,6,"6",477,6
"AQU",2019-01-18,7,"5",478,1
"AQU",2019-01-18,7,"3",479,2
"AQU",2019-01-18,7,"7",480,3
"AQU",2019-01-18,7,"1",481,4
"AQU",2019-01-18,7,"2",482,5
"AQU",2019-01-18,7,"6",483,6
"AQU",2019-01-18,7,"4",484,7
"AQU",2019-01-18,8,"6",485,1
"AQU",2019-01-18,8,"4",486,2
"AQU",2019-01-18,8,"1",487,3
"AQU",2019-01-18,8,"8",488,4
"AQU",2019-01-18,8,"9",489,5
"AQU",2019-01-18,8,"7",490,6
"AQU",2019-01-19,1,"1",491,1
"AQU",2019-01-19,1,"5",492,2
"AQU",2019-01-19,1,"4",493,3
"AQU",2019-01-19,1,"7",494,4
"AQU",2019-01-19,1,"2",495,5
"AQU",2019-01-19,1,"3",496,6
"AQU",2019-01-19,1,"6",497,7
"AQU",2019-01-19,2,"3",498,1
"AQU",2019-01-19,2,"5",499,2
"AQU",2019-01-19,2,"6",89,3
"AQU",2019-01-19,2,"4",500,4
"AQU",2019-01-19,2,"1",343,5
"AQU",2019-01-19,2,"2",501,6
"AQU",2019-01-19,3,"4",502,1
"AQU",2019-01-19,3,"3",503,2
"AQU",2019-01-19,3,"5",504,3
"AQU",2019-01-19,3,"6",229,4
"AQU",2019-01-19,3,"1A",505,5
"AQU",2019-01-19,3,"2",275,6
"AQU",2019-01-19,3,"1",322,7
"AQU",2019-01-19,4,"6",506,1
"AQU",2019-01-19,4,"3",84,2
"AQU",2019-01-19,4,"1",507,3
"AQU",2019-01-19,4,"8",83,4
"AQU",2019-01-19,4,"5",82,5
"AQU",2019-01-19,4,"2",508,6
"AQU",2019-01-19,4,"4",509,7
"AQU",2019-01-19,5,"5",510,1
"AQU",2019-01-19,5,"2",511,2
"AQU",2019-01-19,5,"1",367,3
"AQU",2019-01-19,5,"4",512,4
"AQU",2019-01-19,5,"3",513,5
"AQU",2019-01-19,6,"4",514,1
"AQU",2019-01-19,6,"5",515,2
"AQU",2019-01-19,6,"6",516,3
"AQU",2019-01-19,6,"1",517,4
"AQU",2019-01-19,6,"7",518,5
"AQU",2019-01-19,6,"3",519,6
"AQU",2019-01-19,6,"8",520,7
"AQU",2019-01-19,7,"4",362,1
"AQU",2019-01-19,7,"5",521,2
"AQU",2019-01-19,7,"2",160,3
"AQU",2019-01-19,7,"1",522,4
"AQU",2019-01-19,7,"7",523,5
"AQU",2019-01-19,7,"3",524,6
"AQU",2019-01-19,7,"6",525,7
"AQU",2019-01-19,8,"2",526,1
"AQU",2019-01-19,8,"7",527,2
"AQU",2019-01-19,8,"1",528,3
"AQU",2019-01-19,8,"3",529,4
"AQU",2019-01-19,8,"4",530,5
"AQU",2019-01-19,8,"6",531,6
"AQU",2019-01-19,8,"5",532,7
"AQU",2019-01-19,9,"6",533,1
"AQU",2019-01-19,9,"10",288,2
"AQU",2019-01-19,9,"9",352,3
"AQU",2019-01-19,9,"2",534,4
"AQU",2019-01-19,9,"3",535,5
"AQU",2019-01-19,9,"7",91,6
"AQU",2019-01-19,9,"4",57,7
"AQU",2019-01-19,9,"1",536,8
"AQU",2019-01-19,9,"8",537,9
"AQU",2019-01-20,1,"5",538,1
"AQU",2019-01-20,1,"3",539,2
"AQU",2019-01-20,1,"7",540,3
"AQU",2019-01-20,1,"1",541,4
"AQU",2019-01-20,1,"2",542,5
"AQU",2019-01-20,1,"1A",543,6
"AQU",2019-01-20,1,"6",544,7
"AQU",2019-01-20,1,"8",545,8
"AQU",2019-01-20,2,"2",546,1
"AQU",2019-01-20,2,"1",547,2
"AQU",2019-01-20,2,"4",548,3
"AQU",2019-01-20,2,"6",320,4
"AQU",2019-01-20,2,"7",549,5
"AQU",2019-01-20,2,"3",550,6
"AQU",2019-01-20,2,"5",551,7
"AQU",2019-01-20,3,"5",552,1
"AQU",2019-01-20,3,"1",553,2
"AQU",2019-01-20,3,"7",554,3
"AQU",2019-01-20,3,"2",16,4
"AQU",2019-01-20,3,"9",85,5
"AQU",2019-01-20,3,"4",555,6
"AQU",2019-01-20,3,"8",556,7
"AQU",2019-01-20,3,"3",557,8
"AQU",2019-01-20,3,"6",19,9
"AQU",2019-01-20,4,"7",558,1
"AQU",2019-01-20,4,"2",559,2
"AQU",2019-01-20,4,"4",560,3
"AQU",2019-01-20,4,"5",297,4
"AQU",2019-01-20,4,"1",561,5
"AQU",2019-01-20,5,"7",562,1
"AQU",2019-01-20,5,"6",563,2
"AQU",2019-01-20,5,"9",564,3
"AQU",2019-01-20,5,"1",565,4
"AQU",2019-01-20,5,"4",566,5
"AQU",2019-01-20,5,"3",34,6
"AQU",2019-01-20,5,"2",567,7
"AQU",2019-01-20,5,"5",568,8
"AQU",2019-01-20,6,"7",569,1
"AQU",2019-01-20,6,"3",570,2
"AQU",2019-01-20,6,"2",571,3
"AQU",2019-01-20,6,"5",572,4
"AQU",2019-01-20,6,"8",573,5
"AQU",2019-01-20,6,"4",574,6
"AQU",2019-01-20,7,"7",575,1
"AQU",2019-01-20,7,"5",576,2
"AQU",2019-01-20,7,"2",2,3
"AQU",2019-01-20,7,"4",577,4
"AQU",2019-01-20,7,"1",578,5
"AQU",2019-01-20,7,"3",579,6
"AQU",2019-01-20,7,"6",580,7
"AQU",2019-01-20,8,"9",581,1
"AQU",2019-01-20,8,"8",13,2
"AQU",2019-01-20,8,"3",15,3
"AQU",2019-01-20,8,"1",335,4
"AQU",2019-01-20,8,"2",582,5
"AQU",2019-01-20,8,"5",583,6
"AQU",2019-01-20,8,"4",584,7
"AQU",2019-01-20,8,"6",337,8
"AQU",2019-01-25,1,"7",585,1
"AQU",2019-01-25,1,"1",586,2
"AQU",2019-01-25,1,"4",187,3
"AQU",2019-01-25,1,"8",587,4
"AQU",2019-01-25,1,"2",588,5
"AQU",2019-01-25,1,"6",589,6
"AQU",2019-01-25,1,"5",590,7
"AQU",2019-01-25,2,"4",43,1
"AQU",2019-01-25,2,"7",42,2
"AQU",2019-01-25,2,"6",591,3
"AQU",2019-01-25,2,"2",592,4
"AQU",2019-01-25,2,"3",593,5
"AQU",2019-01-25,2,"5",594,6
"AQU",2019-01-25,2,"1",44,7
"AQU",2019-01-25,3,"4",595,1
"AQU",2019-01-25,3,"5",133,2
"AQU",2019-01-25,3,"7",132,3
"AQU",2019-01-25,3,"6",596,4
"AQU",2019-01-25,3,"1A",597,5
"AQU",2019-01-25,3,"1",598,6
"AQU",2019-01-25,3,"2",599,7
"AQU",2019-01-25,3,"8",134,8
"AQU",2019-01-25,3,"3",600,9
"AQU",2019-01-25,4,"8",601,1
"AQU",2019-01-25,4,"2",107,2
"AQU",2019-01-25,4,"6",602,3
"AQU",2019-01-25,4,"3",111,4
"AQU",2019-01-25,4,"10",603,5
"AQU",2019-01-25,4,"1",604,6
"AQU",2019-01-25,4,"7",110,7
"AQU",2019-01-25,4,"4",605,8
"AQU",2019-01-25,4,"9",108,9
"AQU",2019-01-25,5,"8",606,1
"AQU",2019-01-25,5,"5",607,2
"AQU",2019-01-25,5,"6",608,3
"AQU",2019-01-25,5,"2",609,4
"AQU",2019-01-25,5,"4",610,5
"AQU",2019-01-25,5,"7",611,6
